Course Name,Difficulty Level,Course URL
Fashion E-Commerce in XD,Beginner,https://www.coursera.org/learn/fashion-e-commerce-in-xd
Bayesian Methods for Machine Learning,Intermediate,https://www.coursera.org/learn/bayesian-methods-in-machine-learning
The Future of Payment Technologies,Intermediate,https://www.coursera.org/learn/paytech
Build a Python GUI with Tkinter,Beginner,https://www.coursera.org/learn/build-a-python-gui-with-tkinter
Generative Design for Part Consolidation,Advanced,https://www.coursera.org/learn/generative-design-part-consolidation
What is Social?,Intermediate,https://www.coursera.org/learn/what-is-social
Big Data Analytical Platform on Alibaba Cloud,Beginner,https://www.coursera.org/learn/alibabacloudbigdata
Buddhism and Modern Psychology,Not Calibrated,https://www.coursera.org/learn/science-of-meditation
Machine Learning with H2O Flow,Beginner,https://www.coursera.org/learn/machine-learning-h2o-flow
Cloud Security Basics,Advanced,https://www.coursera.org/learn/cloud-security-basics
Strategic Self-Marketing and Personal Branding,Intermediate,https://www.coursera.org/learn/self-marketing
Getting Started with Essay Writing,Intermediate,https://www.coursera.org/learn/getting-started-with-essay-writing
Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,Advanced,https://www.coursera.org/learn/3d-modeling-rhinoscript
Object-Oriented Programming with Java,Beginner,https://www.coursera.org/learn/object-oriented-programming-java
Queering Identities: LGBTQ+ Sexuality and Gender Identity,Beginner,https://www.coursera.org/learn/queeringidentities
Ordered Data Structures,Intermediate,https://www.coursera.org/learn/cs-fundamentals-2
Solar Energy and Electrical System Design,Intermediate,https://www.coursera.org/learn/solar-energy-and-electrical-system-design
Cybersecurity in Healthcare (Hospitals & Care Centres),Intermediate,https://www.coursera.org/learn/cybersecurity-in-healthcare
Know Thyself - The Value and Limits of Self-Knowledge: The Unconscious,Advanced,https://www.coursera.org/learn/know-thyself-the-unconscious
Game Design Document: Define the Art & Concepts,Advanced,https://www.coursera.org/learn/game-design-document
Data Science Methodology,Beginner,https://www.coursera.org/learn/data-science-methodology
Data Science Methodology,Beginner,https://www.coursera.org/learn/data-science-methodology
Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),Advanced,https://www.coursera.org/learn/script-writing
Spanish Vocabulary: Meeting People,Beginner,https://www.coursera.org/learn/spanish-vocabulary-meeting-people
Unraveling the Cycling City,Intermediate,https://www.coursera.org/learn/unraveling-the-cycling-city
Preparing for the Google Cloud Associate Cloud Engineer Exam,Beginner,https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam
Fundamentals of Macroscopic and Microscopic Thermodynamics,Beginner,https://www.coursera.org/learn/macroscopic-microscopic-thermodynamics
Python for Genomic Data Science,Advanced,https://www.coursera.org/learn/python-genomics
Training and Learning Programs for Volunteer Community Health Workers,Intermediate,https://www.coursera.org/learn/commhealthworkers
Getting Started With Music Theory,Intermediate,https://www.coursera.org/learn/music-theory
Biology Meets Programming: Bioinformatics for Beginners,Advanced,https://www.coursera.org/learn/bioinformatics
Climate Adaptation in Africa,Beginner,https://www.coursera.org/learn/climate-adaptation
Managing Security in Google Cloud Platform,Beginner,https://www.coursera.org/learn/managing-security-in-google-cloud-platform
Building Arduino robots and devices,Advanced,https://www.coursera.org/learn/arduino
Blended Language Learning: Design and Practice for Teachers,Intermediate,https://www.coursera.org/learn/blended-language-learning-design-practice-for-teachers
Cryptography and Information Theory,Intermediate,https://www.coursera.org/learn/crypto-info-theory
Data Analysis and Interpretation Capstone,Advanced,https://www.coursera.org/learn/data-analysis-capstone
Introduction to Sustainability,Intermediate,https://www.coursera.org/learn/sustainability
Customer Value in Pricing Strategy,Advanced,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-customer-value
FinTech and the Transformation in Financial Services,Intermediate,https://www.coursera.org/learn/fintech-transformation-financial-services
Fundamentals of Immunology: Death by Friendly Fire,Intermediate,https://www.coursera.org/learn/immunology-friendlyfire
Intermediate Relational Database and SQL,Advanced,https://www.coursera.org/learn/intermediate-rdb-sql
Big Data - Capstone Project,Advanced,https://www.coursera.org/learn/big-data-project
Build Your Own iOS App,Advanced,https://www.coursera.org/learn/build-app
Data Structures and Design Patterns for Game Developers,Advanced,https://www.coursera.org/learn/data-structures-design-patterns
Quantitative Foundations for International Business,Intermediate,https://www.coursera.org/learn/quantitative-foundations-international-business
Introduction to GIS Mapping,Beginner,https://www.coursera.org/learn/introduction-gis-mapping
Privacy & Standardisation Capstone,Advanced,https://www.coursera.org/learn/privacy-capstone
Engaging and Assessing  Students with Plickers,Beginner,https://www.coursera.org/learn/engaging-assessing-students-plickers
Teaching EFL/ESL Reading: A Task Based Approach,Advanced,https://www.coursera.org/learn/esl-reading
PrEParing: PrEP for Providers and Patients,Beginner,https://www.coursera.org/learn/prep
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,Intermediate,https://www.coursera.org/learn/investment-management
Supply Chain Planning,Intermediate,https://www.coursera.org/learn/planning
The Making of the US President: A Short History in Five Elections,Intermediate,https://www.coursera.org/learn/making-us-president
Interactivity with JavaScript,Intermediate,https://www.coursera.org/learn/javascript
Grammar and Punctuation,Intermediate,https://www.coursera.org/learn/grammar-punctuation
Machine Learning: Create a Neural Network that Predicts whether an Image is a Car or Airplane.,Beginner,https://www.coursera.org/learn/predict-picture-type-using-neural-network
Electrodynamics: Electric and Magnetic Fields,Intermediate,https://www.coursera.org/learn/electrodynamics-electric-magnetic-fields
Operations Management: Strategy and Quality Management for the Digital Age,Beginner,https://www.coursera.org/learn/process-improvement
Use SurveyMonkey to Create a Survey and Analyze Results,Beginner,https://www.coursera.org/learn/create-survey-analyze-results-with-surveymonkey
Power and Sample Size for Multilevel and Longitudinal Study Designs,Beginner,https://www.coursera.org/learn/power-sample-size
Basic Sentiment Analysis with TensorFlow,Advanced,https://www.coursera.org/learn/basic-sentiment-analysis-tensorflow
Create User Directory and Files with Linux Commands,Beginner,https://www.coursera.org/learn/user-directory-files-linux-commands
Feminism and Social Justice,Beginner,https://www.coursera.org/learn/feminism-social-justice
Writing Skills for Engineering Leaders,Advanced,https://www.coursera.org/learn/engineering-writing
General Chemistry: Concept Development and Application,Not Calibrated,https://www.coursera.org/learn/general-chemistry
Cyber Threat Intelligence,Advanced,https://www.coursera.org/learn/ibm-cyber-threat-intelligence
Cyber Threat Intelligence,Advanced,https://www.coursera.org/learn/ibm-cyber-threat-intelligence
Palo Alto Networks Cybersecurity Essentials I,Advanced,https://www.coursera.org/learn/cybersecurity-essentials-1
Marketing Management I,Advanced,https://www.coursera.org/learn/marketing-management
Spatial Data Science and Applications,Intermediate,https://www.coursera.org/learn/spatial-data-science
Advanced Manufacturing Process Analysis,Intermediate,https://www.coursera.org/learn/Advanced-manufacturing-process-analysis
Data Analysis Tools,Advanced,https://www.coursera.org/learn/data-analysis-tools
Core Interaction Programming,Beginner,https://www.coursera.org/learn/core-interaction-programming
Simulating Viral Pandemics in Python,Beginner,https://www.coursera.org/learn/simulating-viral-pandemic-in-python
Foundations of Public Health Practice: The Public Health Toolkit,Advanced,https://www.coursera.org/learn/the-public-health-toolkit
Movie Recommendation System using Collaborative Filtering,Beginner,https://www.coursera.org/learn/movie-recommendation-system-using-collaborative-filtering
Generative Design for Performance and Weight Reduction,Intermediate,https://www.coursera.org/learn/generative-design-performance-weight-reduction
Internet of Things V2: DragonBoard� bring up and community ecosystem,Advanced,https://www.coursera.org/learn/internet-of-things-dragonboard-version2
Police Brutality in America Teach-Out,Beginner,https://www.coursera.org/learn/police-brutality-in-america-teach-out
Cities are back in town : urban sociology for a globalizing urban world,Beginner,https://www.coursera.org/learn/urban-development
Anatomy: Musculoskeletal and Integumentary Systems,Intermediate,https://www.coursera.org/learn/anatomy403-1x
Monetary Policy in the Asia Pacific,Intermediate,https://www.coursera.org/learn/monetary-policy-asia-pacific
Create a Python Application using PyMongo and MongoDB Database,Beginner,https://www.coursera.org/learn/python-application-pymango-mongodb-database
Understanding and Visualizing Data with Python,Advanced,https://www.coursera.org/learn/understanding-visualization-data
Foundations for Big Data Analysis with SQL,Intermediate,https://www.coursera.org/learn/foundations-big-data-analysis-sql
Using Covid-19 Data to Make Supply Chain Logistics Decisions in Spreadsheets,Beginner,https://www.coursera.org/learn/analyzing-data-to-make-supply-chain-decisions
Creating Database Tables with SQL,Beginner,https://www.coursera.org/learn/creating-database-tables-with-sql
"Conjunctions, Connectives, and Adverb Clauses",Advanced,https://www.coursera.org/learn/conjunctions-connectives-adverb-clauses
Managing Project Risks and Changes,Beginner,https://www.coursera.org/learn/project-risk-management
Managing Project Risks and Changes,Beginner,https://www.coursera.org/learn/project-risk-management
International Entertainment and Sports Marketing,Intermediate,https://www.coursera.org/learn/international-entertainment-sports-marketing
Building Scalable Java Microservices with Spring Boot and Spring Cloud,Beginner,https://www.coursera.org/learn/google-cloud-java-spring
Mechanics of Materials III: Beam Bending,Advanced,https://www.coursera.org/learn/beam-bending
"Leading for Equity, Diversity and Inclusion in Higher Education",Intermediate,https://www.coursera.org/learn/leading-for-equity-diversity-inclusion
Influencing People,Beginner,https://www.coursera.org/learn/influencing-people
Sustainable Food Production Through Livestock Health Management,Intermediate,https://www.coursera.org/learn/livestock-farming
Materials in Oral Health,Intermediate,https://www.coursera.org/learn/materials-oral-health
Leveraging Real-Time Analytics in Slack,Beginner,https://www.coursera.org/learn/leveraging-real-time-analytics-in-slack-local-and-surveymonkey-integrations
Basics of Extracellular Vesicles,Intermediate,https://www.coursera.org/learn/extracellular-vesicles
Create Your First Game with Python,Beginner,https://www.coursera.org/learn/python-game
Information Visualization: Foundations,Intermediate,https://www.coursera.org/learn/information-visualization-fundamentals
An Introduction to Global Health,Beginner,https://www.coursera.org/learn/global-health-introduction
The Holocaust - An Introduction (II): The Final Solution,Beginner,https://www.coursera.org/learn/holocaust-introduction-2
Psychodiagnostics and Psychological Assessment,Beginner,https://www.coursera.org/learn/psychodiagnostics
Introduction to Blockchain: Using and Securing Cryptocurrencies,Advanced,https://www.coursera.org/learn/blockchain-using-securing-cryptocurrencies
Developing the SIR Model,Intermediate,https://www.coursera.org/learn/developing-the-sir-model
Archaeoastronomy,Intermediate,https://www.coursera.org/learn/archaeoastronomy
Finance for Everyone: Debt,Intermediate,https://www.coursera.org/learn/finance-debt
UX Design: From Concept to Prototype,Intermediate,https://www.coursera.org/learn/ux-design-concept-wireframe
Paradoxes of War,Not Calibrated,https://www.coursera.org/learn/war
Web Design: Strategy and Information Architecture,Advanced,https://www.coursera.org/learn/web-design-strategy
Hot Topics in Criminal Justice,Intermediate,https://www.coursera.org/learn/hot-topics-criminal-justice
Accessible Landing Page Solutions in XD,Beginner,https://www.coursera.org/learn/accessible-landing-page-xd
Moral Foundations of Politics,Beginner,https://www.coursera.org/learn/moral-politics
"Big Data Analysis: Hive, Spark SQL, DataFrames and GraphFrames",Advanced,https://www.coursera.org/learn/big-data-analysis
How to Write a Resume (Project-Centered Course),Intermediate,https://www.coursera.org/learn/how-to-write-a-resume
Successful Presentation,Intermediate,https://www.coursera.org/learn/presentation-skills
English for Teaching Purposes,Beginner,https://www.coursera.org/learn/teaching-english
Geospatial Analysis Project,Advanced,https://www.coursera.org/learn/gis-capstone
Lesson | Small Talk & Conversational Vocabulary,Not Calibrated,https://www.coursera.org/learn/lesson-small-talk-and-conversational-vocabulary
SQL for Data Science,Intermediate,https://www.coursera.org/learn/sql-for-data-science
Displays,Advanced,https://www.coursera.org/learn/displays
Initiating and Planning Projects,Beginner,https://www.coursera.org/learn/project-planning
Luther and the West,Not Calibrated,https://www.coursera.org/learn/luther-and-the-west
Digital Transformations,Intermediate,https://www.coursera.org/learn/digital-transformations
Siamese Network with Triplet Loss in Keras,Advanced,https://www.coursera.org/learn/siamese-network-triplet-loss-keras
G Suite Security,Beginner,https://www.coursera.org/learn/g-suite-security
Practical Machine Learning on H2O,Advanced,https://www.coursera.org/learn/machine-learning-h2o
Career Brand Development and Self-Coaching,Intermediate,https://www.coursera.org/learn/career-brand-development-self-coaching
Understanding and Managing the Stresses of Police Work,Intermediate,https://www.coursera.org/learn/manage-stress-police
Native Advertising,Advanced,https://www.coursera.org/learn/native-advertising
The AI Ladder: A Framework for Deploying AI in your Enterprise,Beginner,https://www.coursera.org/learn/ibm-ai-ladder-framework
"Agriculture, Economics and Nature",Intermediate,https://www.coursera.org/learn/agriculture-economics-nature
Financing and Initiating Major Engineering Projects,Beginner,https://www.coursera.org/learn/financing-major-engineering-projects
Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360,Beginner,https://www.coursera.org/learn/simulation-analysis-mechanical-engineers
Camera Control,Intermediate,https://www.coursera.org/learn/camera-control
Engineering Maintainable Android Apps,Advanced,https://www.coursera.org/learn/engineeringandroidapps
New Venture Finance: Startup Funding for Entrepreneurs,Beginner,https://www.coursera.org/learn/startup-funding
Data Analytics Foundations for Accountancy II,Advanced,https://www.coursera.org/learn/data-analytics-accountancy-2
Introduction to User Experience Design,Beginner,https://www.coursera.org/learn/user-experience-design
Build a Flywheel Infographic with Inkscape,Advanced,https://www.coursera.org/learn/build-a-flywheel-infographic-with-inkscape
Political Governance and Public Policy in Russia,Intermediate,https://www.coursera.org/learn/political-governance-russia
Pandas Python Library for Beginners in Data Science,Beginner,https://www.coursera.org/learn/pandas-python-library-beginners-data-science
Applications in Engineering Mechanics,Beginner,https://www.coursera.org/learn/engineering-mechanics-statics-2
Theatre and Globalization,Beginner,https://www.coursera.org/learn/global-theatre
Economics of Transition and Emerging Markets,Advanced,https://www.coursera.org/learn/economics-transition-emerging-markets
Health for All Through Primary Health Care,Intermediate,https://www.coursera.org/learn/health-for-all
Java Arrays and Loops,Intermediate,https://www.coursera.org/learn/java-arrays-and-loops
Nearest Neighbor Collaborative Filtering,Intermediate,https://www.coursera.org/learn/collaborative-filtering
Encouraging Student Growth with Teach Your Monster to Read,Beginner,https://www.coursera.org/learn/encouraging-student-growth
Advanced Manufacturing Enterprise,Beginner,https://www.coursera.org/learn/Advanced-manufacturing-enterprise
Population Health: Panel Management Next Level,Advanced,https://www.coursera.org/learn/panel-management
Evolution Today,Intermediate,https://www.coursera.org/learn/evolution-today
Fundamentals of Social Media Advertising,Advanced,https://www.coursera.org/learn/social-media-advertising-fundamentals
Mitigating Security Vulnerabilities on Google Cloud Platform,Beginner,https://www.coursera.org/learn/mitigating-security-vulnerabilites-gcp
Practical SAS Programming and Certification Review,Advanced,https://www.coursera.org/learn/sas-programming-certification-review
G Suite Mail Management,Beginner,https://www.coursera.org/learn/g-suite-mail-management
Introduction to Integrative Therapies and Healing Practices,Intermediate,https://www.coursera.org/learn/integrative-therapies-and-healing-practices
Exploring and Producing Data for Business Decision Making,Beginner,https://www.coursera.org/learn/business-data
The Modern and the Postmodern (Part 1),Intermediate,https://www.coursera.org/learn/modern-postmodern-1
Practical Introduction to the Command Line,Beginner,https://www.coursera.org/learn/practical-introduction-to-the-command-line
Measure and Optimize Social Media Marketing Campaigns,Beginner,https://www.coursera.org/learn/measure-and-optimize-social-media-marketing-campaigns
Ebola Virus Disease: An Evolving Epidemic,Intermediate,https://www.coursera.org/learn/ebola-virus
Machine Learning Using SAS Viya,Advanced,https://www.coursera.org/learn/machine-learning-sas
The Science of Health Care Delivery,Beginner,https://www.coursera.org/learn/science-healthcare-delivery
Addressing Large Hadron Collider Challenges by Machine Learning,Advanced,https://www.coursera.org/learn/hadron-collider-machine-learning
AI for Medical Prognosis,Beginner,https://www.coursera.org/learn/ai-for-medical-prognosis
Image Noise Reduction with Auto-encoders using TensorFlow,Beginner,https://www.coursera.org/learn/image-noise-reduction-auto-encoders
Medical Applications of Particle Accelerators (NPAP MOOC),Beginner,https://www.coursera.org/learn/medical-applications-particle-accelerators
Write Your First Novel,Beginner,https://www.coursera.org/learn/write-your-first-novel
"Act on Climate: Steps to Individual, Community, and Political Action",Intermediate,https://www.coursera.org/learn/act-on-climate
Regression Modeling Fundamentals,Intermediate,https://www.coursera.org/learn/regression-modeling-sas
Relational Modeling in Dia,Beginner,https://www.coursera.org/learn/relational-modeling-in-dia
Introduction to Hearing Loss,Beginner,https://www.coursera.org/learn/hearing-loss
ELL Success in the Content Classroom: Capstone Project,Advanced,https://www.coursera.org/learn/ell-project
Information Theory,Intermediate,https://www.coursera.org/learn/information-theory
Product  and Service Development: Empathy  Mapping with Miro,Beginner,https://www.coursera.org/learn/product-empathy
An Intuitive Introduction to Probability,Intermediate,https://www.coursera.org/learn/introductiontoprobability
Digital Product Management: Modern Fundamentals,Beginner,https://www.coursera.org/learn/uva-darden-digital-product-management
Global Strategy II: Doing Business in The Global Economy,Advanced,https://www.coursera.org/learn/global-strategy-two
Dimensionality Reduction using an Autoencoder in Python,Beginner,https://www.coursera.org/learn/dimensionality-reduction-autoencoder-python
Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails,Intermediate,https://www.coursera.org/learn/lesson-business-english-skills-how-to-write-effective-openings-and-closings-to-emails
Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Intermediate,https://www.coursera.org/learn/autodesk-revit-architectural-design
Forecasting Models for Marketing Decisions,Intermediate,https://www.coursera.org/learn/forecasting-models-marketing-decisions
Executive Data Science Capstone,Intermediate,https://www.coursera.org/learn/executive-data-science-capstone
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)",Beginner,https://www.coursera.org/learn/hi-five-admin-it
Blockchain Evolution and Technology Concepts,Beginner,https://www.coursera.org/learn/blockchain-evolution-and-technology-concepts
Adjectives and Adjective Clauses,Intermediate,https://www.coursera.org/learn/adjective-clauses
Creative Programming for Digital Media & Mobile Apps,Advanced,https://www.coursera.org/learn/digitalmedia
Data Visualization in Google Slides,Beginner,https://www.coursera.org/learn/data-visualization-in-google-slides
"Health Systems Development: Health systems, Policy and Research",Intermediate,https://www.coursera.org/learn/healthsystems-policy-research
Introduction to Formal Concept Analysis,Advanced,https://www.coursera.org/learn/formal-concept-analysis
Inflation Analysis for Investment Appraisal,Advanced,https://www.coursera.org/learn/inflation-investment-appraisal
Financial Analysis for Startups,Intermediate,https://www.coursera.org/learn/financial-ratios
Making Your First Virtual Reality Game,Advanced,https://www.coursera.org/learn/making-virtual-reality-game
Sharpened Visions: A Poetry Workshop,Intermediate,https://www.coursera.org/learn/poetry-workshop
Learn to Program: The Fundamentals,Advanced,https://www.coursera.org/learn/learn-to-program
Understanding and Strengthening Health Systems,Intermediate,https://www.coursera.org/learn/health-systems
"Career planning: resume/CV, cover letter, interview",Beginner,https://www.coursera.org/learn/career-planning-tsu
"Coding for Designers, Managers, & Entrepreneurs III",Advanced,https://www.coursera.org/learn/uva-coding-for-design-managers-3
Exploratory Data Analysis,Beginner,https://www.coursera.org/learn/exploratory-data-analysis-python
A Geometrical Approach to Genome Analysis: Skew & Z-Curve,Beginner,https://www.coursera.org/learn/genome-analysis-z-curve
COVID-19 Contact Tracing For Nursing Professionals,Beginner,https://www.coursera.org/learn/covid-19-contact-tracing-for-nursing-professionals
Bridging the Gap between Strategy Design and Delivery,Beginner,https://www.coursera.org/learn/bridging-strategy-design-delivery-gap
"William Shakespeare's Twelfth Night: Comedy, Conflict, and Community",Beginner,https://www.coursera.org/learn/shakespeare-twelfth-night-comedy-community-applied
Mathematics for Machine Learning: PCA,Beginner,https://www.coursera.org/learn/pca-machine-learning
Computational Thinking for K-12 Educators: Conditional Loops and If Statements,Advanced,https://www.coursera.org/learn/block-programming-k12-educators-conditional-loops-if-statement
Blockchain and Business: Applications and Implications,Intermediate,https://www.coursera.org/learn/blockchain-business
Fundamentals of Accounting Capstone,Advanced,https://www.coursera.org/learn/accounting-fundamentals-project
Java Classes and Objects,Beginner,https://www.coursera.org/learn/java-classes-and-objects
Introduction to Systems and Network Mapping with Kumu,Beginner,https://www.coursera.org/learn/systems-network-kumu
Science Matters: Let's Talk About COVID-19,Beginner,https://www.coursera.org/learn/covid-19
Alternative Approaches to Valuation and Investment,Intermediate,https://www.coursera.org/learn/valuation
Infection Prevention in Nursing Homes,Beginner,https://www.coursera.org/learn/infection-prevention
Facial Expression Recognition with Keras,Beginner,https://www.coursera.org/learn/facial-expression-recognition-keras
Russian Alphabet,Beginner,https://www.coursera.org/learn/russian-alphabet
NLP: Twitter Sentiment Analysis,Beginner,https://www.coursera.org/learn/twitter-sentiment-analysis
Examine 508 Compliance & Accessibility in Chrome Extensions,Beginner,https://www.coursera.org/learn/examine-508-compliance-and-accessibility-chrome-extensions
Entrepreneurship I: Laying the Foundation,Advanced,https://www.coursera.org/learn/entrepreneurship-1
MBSE: Model-Based Systems Engineering,Beginner,https://www.coursera.org/learn/mbse
Leading transformations: Manage change,Intermediate,https://www.coursera.org/learn/change-management
Statistical Inference,Beginner,https://www.coursera.org/learn/statistical-inference
Financial Planning for Young Adults,Intermediate,https://www.coursera.org/learn/financial-planning
"Accounting, Business and Society:  The Multi-faceted Role of Accounting",Intermediate,https://www.coursera.org/learn/accounting-business-society
Communicating Business Analytics Results,Advanced,https://www.coursera.org/learn/communicating-business-analytics-results
Sports Marketing,Beginner,https://www.coursera.org/learn/sports-marketing
International and Cross-Cultural Negotiation,Advanced,https://www.coursera.org/learn/international-negotiation
Introduction to battery-management systems,Intermediate,https://www.coursera.org/learn/battery-management-systems
Probability and Statistics: To p or not to p?,Beginner,https://www.coursera.org/learn/probability-statistics
"Professional development: Improve yourself, always",Intermediate,https://www.coursera.org/learn/professional-development-improve-yourself
Identifying Social Entrepreneurship Opportunities,Advanced,https://www.coursera.org/learn/social-entrepreneurship-opportunities
Recommender Systems:  Evaluation and Metrics,Intermediate,https://www.coursera.org/learn/recommender-metrics
Managing Uncertainty in Marketing Analytics,Advanced,https://www.coursera.org/learn/uncertainty-marketing-decisions
Create a Simple Gantt Chart using Google Sheets,Beginner,https://www.coursera.org/learn/create-gantt-chart-google-sheets
Mindfulness in Integrative Healthcare,Intermediate,https://www.coursera.org/learn/mindfulness-integrative-healthcare
Mindfulness in Integrative Healthcare,Intermediate,https://www.coursera.org/learn/mindfulness-integrative-healthcare
The Foundations of Cybersecurity,Intermediate,https://www.coursera.org/learn/foundations-cybersecurity
Introduction to Engineering Mechanics,Intermediate,https://www.coursera.org/learn/engineering-mechanics-statics
Greening the Economy: Lessons from Scandinavia,Intermediate,https://www.coursera.org/learn/greening-the-economy
Leading Healthcare Quality and Safety,Intermediate,https://www.coursera.org/learn/quality-healthcare
Marketing Mix Fundamentals,Intermediate,https://www.coursera.org/learn/marketing-mix
Building Interactive 3D Characters and Social VR,Advanced,https://www.coursera.org/learn/interactive-3d-characters-social-virtual-reality
The Global Financial Crisis,Intermediate,https://www.coursera.org/learn/global-financial-crisis
Introduction to the Orbital Perspective,Advanced,https://www.coursera.org/learn/orbitalperspective
Machine Translation,Advanced,https://www.coursera.org/learn/machinetranslation
Agile Planning for Software Products,Advanced,https://www.coursera.org/learn/agile-planning-for-software-products
Functional Program Design in Scala,Beginner,https://www.coursera.org/learn/progfun2
Software Architecture for the Internet of Things,Advanced,https://www.coursera.org/learn/iot-software-architecture
Strategic Organization Design,Advanced,https://www.coursera.org/learn/organization-design
New Approaches to Countering Terror: Countering Violent Extremism,Beginner,https://www.coursera.org/learn/countering-terror-violent-extremism
Architecting Smart IoT Devices,Advanced,https://www.coursera.org/learn/iot-architecture
Prototyping and Design,Advanced,https://www.coursera.org/learn/prototyping-design
Water Resources Management and Policy,Intermediate,https://www.coursera.org/learn/water-management
Electric Utilities Fundamentals and Future,Beginner,https://www.coursera.org/learn/electric-utilities
The Age of Sustainable Development,Not Calibrated,https://www.coursera.org/learn/sustainable-development
The Bits and Bytes of Computer Networking,Intermediate,https://www.coursera.org/learn/computer-networking
Networking in Google Cloud: Hybrid Connectivity and Network Management,Intermediate,https://www.coursera.org/learn/networking-gcp-hybrid-connectivity-network-management
Create a Visual Schedule with Google Slides,Intermediate,https://www.coursera.org/learn/teaching-visual-schedule
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",Beginner,https://www.coursera.org/learn/resilience-in-children
Property and Liability: An Introduction to Law and Economics,Not Calibrated,https://www.coursera.org/learn/property-law-and-economics
Economics of Money and Banking,Intermediate,https://www.coursera.org/learn/money-banking
How Entrepreneurs in Emerging Markets can master the Blockchain Technology,Advanced,https://www.coursera.org/learn/entrepreneurs-blockchain-technology
Classical papers in molecular genetics,Not Calibrated,https://www.coursera.org/learn/papers-molecular-genetics
Image Super Resolution Using Autoencoders in Keras,Beginner,https://www.coursera.org/learn/image-super-resolution-autoencoders-keras
Negotiating Learner Differences: Towards Productive Diversity in Learning,Advanced,https://www.coursera.org/learn/learnerdifferences
Introduction to Business Analytics: Communicating with Data,Advanced,https://www.coursera.org/learn/intro-business-analytics
Ecology: Ecosystem Dynamics and Conservation,Beginner,https://www.coursera.org/learn/ecology-conservation
The Strategy of Content Marketing,Beginner,https://www.coursera.org/learn/content-marketing
Agile Analytics,Beginner,https://www.coursera.org/learn/uva-darden-agile-analytics
Sales & Marketing Alignment,Advanced,https://www.coursera.org/learn/sales-marketing-alignment
Aerial Photography with UAV,Advanced,https://www.coursera.org/learn/aerial-photography-with-uav
Advanced Relational Database and SQL,Advanced,https://www.coursera.org/learn/Advanced-rdb-sql
International B2B (Business to Business) Marketing,Intermediate,https://www.coursera.org/learn/b2b-marketing
Financing and Profiting from Innovation for Corporate Entrepreneurs,Advanced,https://www.coursera.org/learn/corporate-entrepreneurs-financing
TensorFlow for AI: Applying Image Convolution,Beginner,https://www.coursera.org/learn/tensorflow-for-ai-applying-image-convolution
Advanced Styling with Responsive Design,Intermediate,https://www.coursera.org/learn/responsivedesign
Bioconductor for Genomic Data Science,Intermediate,https://www.coursera.org/learn/bioconductor
Mathematical Biostatistics Boot Camp 2,Advanced,https://www.coursera.org/learn/biostatistics-2
At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC,Beginner,https://www.coursera.org/learn/archaeology-city-levant-west
Visual Elements of User Interface Design,Beginner,https://www.coursera.org/learn/visual-elements-user-interface-design
iPad Music Player in XD,Beginner,https://www.coursera.org/learn/ipad-music-player-in-xd
"Reverse and complement nucleic acid sequences (DNA, RNA) using R",Advanced,https://www.coursera.org/learn/reverse-and-complement-nucleic-acid-sequences-using-r
Requirements Elicitation: Artifact and Stakeholder Analysis,Advanced,https://www.coursera.org/learn/requirements-elicitation
Understanding Financial Statements: Company Performance,Beginner,https://www.coursera.org/learn/income-statement
Understanding Russian Economy. Problems of Transition,Not Calibrated,https://www.coursera.org/learn/economy-russia-transition
Software Design as an Element of the Software Development Lifecycle,Advanced,https://www.coursera.org/learn/software-design-development-life-cycle
Tinkering Fundamentals: Circuits,Beginner,https://www.coursera.org/learn/tinkering-circuits
Leading Organizations,Advanced,https://www.coursera.org/learn/leading-organizations
Cybersecurity Policy for Water and Electricity Infrastructures,Advanced,https://www.coursera.org/learn/cybersecurity-policy-water-electricity
Sustainable Innovation for Subsistence Marketplaces,Advanced,https://www.coursera.org/learn/subsistence-marketplaces-1
Smart Cities � Management of Smart Urban Infrastructures,Beginner,https://www.coursera.org/learn/smart-cities
Sports and Society,Beginner,https://www.coursera.org/learn/sports-society
Network Analysis in Systems Biology,Advanced,https://www.coursera.org/learn/network-biology
"Applied Public History: Places, People, Stories",Intermediate,https://www.coursera.org/learn/uol-public-history
Natural Language Processing with Sequence Models,Beginner,https://www.coursera.org/learn/sequence-models-in-nlp
Advanced Portfolio Construction and Analysis with Python,Advanced,https://www.coursera.org/learn/Advanced-portfolio-construction-python
Apply Generative Adversarial Networks (GANs),Intermediate,https://www.coursera.org/learn/apply-generative-adversarial-networks-gans
Exploratory Data Analysis with Seaborn,Beginner,https://www.coursera.org/learn/exploratory-data-analysis-seaborn
Guitar for Beginners,Intermediate,https://www.coursera.org/learn/guitar
